X,Y,Z,formation
83.55,-262.95,430.35,ground1
57.68,-115.33,452.04,ground1
57.35,-205.94,452.48,ground1
302.10,-9.56,352.14,ground1
57.65,-161.13,452.08,ground1
353.78,-203.43,403.28,ground1
57.58,-193.54,452.17,ground1
89.53,-211.33,425.97,ground1
353.56,-24.85,403.24,ground1
565.73,52.60,448.51,ground1
354.77,-78.27,403.38,ground1
89.50,-231.97,426.01,ground1
57.57,-59.61,452.18,ground1
57.69,-124.67,452.02,ground1
220.00,-199.92,354.82,ground1
64.74,-277.20,450.82,ground1
228.96,-108.26,353.63,ground1
272.29,-253.35,352.14,ground1
504.19,-196.11,433.07,ground1
236.82,-78.62,353.17,ground1
64.65,-282.23,450.94,ground1
175.55,25.68,368.27,ground1
161.23,-95.84,375.95,ground1
64.47,48.96,450.98,ground1
-22.70,-108.83,443.46,ground1
24.36,-224.23,457.20,ground1
515.61,-67.48,435.90,ground1
547.64,-294.31,443.91,ground1
83.56,42.39,430.18,ground1
56.94,76.71,453.02,ground1
64.08,24.86,451.50,ground1
548.95,68.94,444.24,ground1
64.42,37.21,451.05,ground1
301.46,-128.76,352.14,ground1
57.11,-215.88,452.79,ground1
310.29,-55.01,352.37,ground1
302.36,-309.23,352.04,ground1
91.31,-292.09,425.65,ground1
345.27,-265.30,402.20,ground1
64.69,-274.86,450.90,ground1
500.52,-92.73,432.19,ground1
56.91,-308.09,453.06,ground1
356.23,-194.01,403.31,ground1
515.51,-16.08,435.89,ground1
294.91,7.85,352.11,ground1
353.88,78.30,403.52,ground1
-34.65,34.67,437.45,ground1
57.48,-32.97,452.31,ground1
345.24,-259.59,402.15,ground1
547.00,-116.96,443.75,ground1
430.37,-169.45,416.04,ground1
56.74,-246.11,453.28,ground1
311.44,-257.72,352.29,ground1
-1.05,56.95,453.19,ground1
83.45,-284.42,430.48,ground1
194.03,-161.22,360.59,ground1
14.66,-118.56,456.48,ground1
455.36,-211.71,421.58,ground1
44.93,-267.92,457.00,ground1
18.09,-282.79,456.94,ground1
56.87,5.01,453.11,ground1
-48.00,-216.62,428.55,ground1
499.66,-299.75,431.96,ground1
344.97,31.42,402.11,ground1
83.23,52.73,430.63,ground1
353.89,-215.08,403.49,ground1
128.77,-14.76,398.68,ground1
17.51,68.94,457.18,ground1
298.99,-109.77,352.14,ground1
89.95,-107.29,425.72,ground1
106.33,-254.47,415.36,ground1
270.78,21.39,352.15,ground1
311.06,45.19,352.25,ground1
64.22,56.67,451.31,ground1
561.86,-91.74,447.54,ground1
89.48,-206.06,426.03,ground1
90.33,-154.13,425.44,ground1
161.80,-137.63,375.59,ground1
547.55,-18.35,443.89,ground1
89.28,-18.88,426.15,ground1
296.30,-203.47,352.12,ground1
12.00,-202.04,455.67,ground1
157.45,-298.95,378.51,ground1
129.84,-65.81,397.89,ground1
150.61,-70.09,382.98,ground1
345.87,-171.81,402.35,ground1
564.42,-277.97,448.18,ground1
344.98,33.14,402.13,ground1
294.87,-148.12,352.11,ground1
152.70,-162.76,381.55,ground1
64.71,-275.89,450.86,ground1
-48.68,-14.27,428.15,ground1
454.54,-70.33,421.36,ground1
-49.83,69.79,427.58,ground1
89.36,-3.02,426.04,ground1
311.63,-148.70,352.17,ground1
83.37,48.33,430.44,ground1
265.09,-68.32,352.20,ground1
64.53,41.28,450.90,ground1
24.49,-95.32,457.24,ground1
310.24,-46.50,352.28,ground1
502.35,-142.68,432.62,ground1
451.14,65.31,420.58,ground1
302.10,-11.59,352.13,ground1
155.92,14.44,379.38,ground1
355.07,-104.16,403.98,ground1
550.20,-223.32,444.56,ground1
546.37,-67.11,443.59,ground1
56.97,-221.99,452.98,ground1
89.95,-100.66,425.72,ground1
91.12,59.72,425.75,ground1
29.30,35.50,458.46,ground1
167.52,-53.33,372.89,ground1
243.31,-154.54,352.74,ground1
24.33,-4.88,457.19,ground1
547.92,-168.22,443.98,ground1
64.62,44.45,450.79,ground1
89.95,-49.56,425.70,ground1
177.81,-285.17,367.07,ground1
221.21,51.78,354.48,ground1
-24.63,-58.79,442.33,ground1
89.62,-221.00,425.85,ground1
345.84,-180.59,402.28,ground1
-11.66,-299.06,448.91,ground1
123.35,-243.34,402.87,ground1
57.66,-78.20,452.07,ground1
400.20,-297.31,409.95,ground1
344.32,-60.53,401.95,ground1
89.22,-24.75,426.22,ground1
138.51,52.70,391.72,ground1
-12.38,-198.00,448.31,ground1
311.45,-272.84,352.32,ground1
310.17,-30.79,352.13,ground1
526.25,30.52,438.52,ground1
298.99,-108.22,352.13,ground1
520.68,-282.06,437.13,ground1
357.88,-143.99,404.05,ground1
476.11,51.87,426.33,ground1
198.64,-298.22,358.95,ground1
64.56,-269.79,451.06,ground1
501.09,66.56,432.31,ground1
478.95,-255.62,427.00,ground1
56.78,9.53,453.23,ground1
311.67,-188.53,352.26,ground1
44.72,57.74,457.08,ground1
-59.40,-240.80,420.74,ground1
518.72,-169.08,436.65,ground1
83.38,31.63,430.43,ground1
401.56,-209.01,410.24,ground1
10.90,-246.83,455.34,ground1
375.63,-191.68,405.91,ground1
92.05,14.01,424.88,ground1
344.97,43.56,402.11,ground1
248.52,-126.21,352.67,ground1
452.81,6.05,420.99,ground1
57.68,-153.22,452.03,ground1
196.29,10.93,359.97,ground1
516.42,-117.57,436.10,ground1
311.07,43.99,352.27,ground1
399.30,-105.41,409.92,ground1
345.01,25.38,402.19,ground1
129.38,-116.49,398.25,ground1
56.89,-9.51,453.09,ground1
11.42,-26.56,455.49,ground1
83.64,-255.94,430.24,ground1
120.86,-193.61,404.76,ground1
345.86,-169.45,402.33,ground1
374.82,-64.04,405.86,ground1
369.41,-113.64,405.47,ground1
474.74,-285.03,426.00,ground1
83.78,-274.22,430.04,ground1
131.42,-217.33,396.75,ground1
358.15,-125.74,404.58,ground1
151.11,-116.69,382.82,ground1
150.91,-12.11,382.89,ground1
-13.02,-79.78,448.05,ground1
83.62,-279.15,430.26,ground1
-14.28,-245.66,447.51,ground1
470.30,-41.96,424.97,ground1
88.10,71.55,427.35,ground1
88.27,78.29,427.11,ground1
57.52,-198.36,452.25,ground1
-25.20,-219.01,442.01,ground1
16.29,19.69,456.73,ground1
311.03,15.55,352.18,ground1
453.25,-118.92,421.08,ground1
131.98,-166.55,396.37,ground1
344.99,36.14,402.15,ground1
354.57,-35.26,403.09,ground1
311.01,52.86,352.14,ground1
220.72,23.74,354.58,ground1
345.86,-176.63,402.33,ground1
-25.91,-8.84,441.60,ground1
88.25,-309.68,427.14,ground1
311.37,-245.71,352.15,ground1
245.66,65.63,352.51,ground1
475.62,-192.46,426.21,ground1
374.74,-252.35,405.79,ground1
193.90,-16.10,360.74,ground1
344.34,-56.61,401.98,ground1
310.19,-35.70,352.18,ground1
302.89,-225.51,352.16,ground1
118.68,-37.98,406.30,ground1
523.42,55.50,437.81,ground1
89.92,-80.51,425.74,ground1
64.60,-283.75,451.01,ground1
551.78,27.63,444.95,ground1
11.58,-74.26,455.54,ground1
354.93,-90.93,403.70,ground1
379.70,-161.96,406.61,ground1
355.64,-285.38,403.20,ground1
57.61,-171.34,452.14,ground1
47.52,-138.99,455.47,ground1
54.39,23.78,454.30,ground1
57.70,-130.05,452.02,ground1
-2.27,30.34,452.75,ground1
88.07,-303.19,427.38,ground1
311.72,-181.16,352.35,ground1
358.05,-132.51,404.38,ground1
105.54,22.61,415.91,ground1
477.66,21.47,426.71,ground1
138.77,27.60,391.53,ground1
302.10,-7.34,352.13,ground1
360.30,-154.66,404.01,ground1
427.02,-253.69,415.32,ground1
56.94,-237.36,453.03,ground1
-47.50,-63.06,428.85,ground1
310.20,-80.84,352.20,ground1
425.77,50.68,415.05,ground1
450.69,-21.45,420.52,ground1
-7.92,-126.56,450.19,ground1
196.75,-215.97,359.70,ground1
90.37,-172.69,425.39,ground1
344.98,37.09,402.13,ground1
508.07,-252.64,434.03,ground1
-50.59,-262.13,427.02,ground1
-45.40,-166.52,430.09,ground1
401.24,-238.43,410.19,ground1
90.38,-177.32,425.37,ground1
89.96,-57.73,425.68,ground1
44.93,-290.49,457.00,ground1
15.15,-159.91,456.64,ground1
222.42,-255.74,354.31,ground1
246.91,-240.09,352.49,ground1
199.94,-114.54,358.87,ground1
-21.98,-170.36,443.74,ground1
345.84,-164.83,402.28,ground1
310.25,-67.52,352.30,ground1
353.69,-13.95,403.50,ground1
311.72,-167.45,352.35,ground1
31.55,-295.73,458.81,ground1
310.17,-88.90,352.14,ground1
47.45,-48.06,455.56,ground1
119.35,-141.23,405.84,ground1
345.27,-267.58,402.22,ground1
311.38,-282.32,352.17,ground1
99.12,-90.30,419.95,ground1
64.77,-278.75,450.79,ground1
19.75,-306.48,457.53,ground1
271.06,50.83,352.15,ground1
310.28,-59.11,352.36,ground1
57.02,-14.87,452.91,ground1
311.65,-191.50,352.22,ground1
246.08,-297.63,352.50,ground1
198.17,66.14,359.07,ground1
471.86,-142.67,425.36,ground1
89.36,-9.86,426.04,ground1
423.84,-34.34,414.63,ground1
89.94,-130.79,425.73,ground1
270.46,-166.83,352.16,ground1
373.58,-37.85,405.64,ground1
403.83,-77.73,410.70,ground1
344.33,-58.16,401.97,ground1
353.94,-222.97,403.59,ground1
353.72,-6.84,403.56,ground1
24.98,-181.92,457.39,ground1
177.33,-258.21,367.36,ground1
-7.43,-152.39,450.34,ground1
399.95,7.02,409.93,ground1
89.94,-124.16,425.73,ground1
99.53,-141.10,419.66,ground1
89.94,-67.86,425.71,ground1
187.38,-137.10,363.50,ground1
222.06,-283.86,354.34,ground1
105.30,-284.65,416.20,ground1
345.23,-273.62,402.13,ground1
56.75,-303.76,453.28,ground1
64.38,-262.39,451.30,ground1
345.26,-269.93,402.18,ground1
345.86,-177.31,402.32,ground1
311.10,28.64,352.32,ground1
57.67,-82.96,452.05,ground1
345.87,-174.94,402.35,ground1
282.26,-119.13,352.13,ground1
57.70,-148.48,452.02,ground1
344.98,36.89,402.14,ground1
56.85,-241.67,453.14,ground1
-56.80,-140.78,422.28,ground1
89.92,-77.04,425.74,ground1
99.03,-194.62,420.01,ground1
564.42,-245.31,448.18,ground1
-61.87,54.38,419.28,ground1
425.89,21.82,415.09,ground1
120.85,65.98,404.85,ground1
47.14,-227.33,455.97,ground1
154.21,-220.54,380.65,ground1
89.97,-53.87,425.67,ground1
467.85,-94.09,424.44,ground1
426.40,-64.25,415.17,ground1
121.17,-298.08,404.60,ground1
353.88,-228.44,403.47,ground1
344.97,38.38,402.11,ground1
302.89,-218.80,352.16,ground1
-49.15,-301.29,427.98,ground1
57.62,-69.52,452.12,ground1
345.27,-268.15,402.21,ground1
213.38,-60.20,355.90,ground1
171.65,-204.15,370.57,ground1
344.34,-54.16,401.98,ground1
184.48,-94.23,364.09,ground1
-45.63,-114.08,429.96,ground1
47.11,-4.89,456.01,ground1
64.60,45.20,450.81,ground1
400.02,-21.63,409.95,ground1
498.70,-40.48,431.75,ground1
23.88,-265.74,457.05,ground1
355.79,-68.64,403.25,ground1
290.97,-86.96,352.11,ground1
426.25,-197.02,415.13,ground1
-58.83,-89.30,421.08,ground1
409.75,-151.73,411.85,ground1
345.27,-268.07,402.21,ground1
-58.68,-39.72,421.17,ground1
83.55,37.86,430.20,ground1
47.51,-92.48,455.48,ground1
-20.02,18.26,445.02,ground1
345.85,-178.34,402.31,ground1
344.96,40.47,402.08,ground1
295.18,62.58,352.07,ground1
158.12,-247.43,377.92,ground1
64.40,51.27,451.08,ground1
459.65,-165.42,422.52,ground1
374.73,-282.33,405.78,ground1
27.51,-139.38,458.16,ground1
374.78,-282.25,257.79,ground2
121.45,-243.00,256.30,ground2
49.34,-186.47,295.96,ground2
451.16,-297.35,272.58,ground2
235.88,-243.60,204.77,ground2
-22.57,-110.98,284.53,ground2
55.29,-253.36,294.95,ground2
411.51,-153.27,264.20,ground2
118.30,-194.04,258.57,ground2
348.54,62.06,254.83,ground2
-58.67,-193.09,262.18,ground2
104.75,49.67,268.58,ground2
15.19,-161.40,297.65,ground2
73.22,52.19,287.73,ground2
219.61,17.00,206.69,ground2
49.50,-48.57,295.87,ground2
167.67,-85.04,224.48,ground2
242.98,-60.07,204.39,ground2
504.04,-196.83,285.03,ground2
232.78,-132.75,205.64,ground2
277.95,-185.53,253.15,ground2
-58.66,-91.39,262.18,ground2
562.55,-192.69,299.71,ground2
62.28,-117.44,291.49,ground2
96.10,-40.62,273.89,ground2
-32.73,-271.29,279.49,ground2
278.86,-198.49,253.13,ground2
551.81,24.92,296.96,ground2
95.35,-193.04,274.41,ground2
11.49,-76.09,296.52,ground2
72.60,-262.46,288.06,ground2
278.21,4.96,253.12,ground2
515.81,-69.50,287.94,ground2
277.49,-62.19,253.19,ground2
72.58,26.42,288.03,ground2
24.99,-182.99,298.39,ground2
325.04,-78.83,253.54,ground2
151.02,-161.98,234.67,ground2
297.32,-235.66,253.13,ground2
427.36,-254.08,267.38,ground2
120.78,-297.89,256.89,ground2
547.77,-169.04,295.95,ground2
24.30,-7.29,298.18,ground2
-48.69,-16.50,269.15,ground2
191.56,-88.08,213.17,ground2
185.38,-136.03,215.69,ground2
472.82,-144.86,277.58,ground2
233.20,-74.39,204.98,ground2
381.70,-162.09,258.94,ground2
235.18,9.86,204.86,ground2
130.57,-114.10,249.36,ground2
234.28,-42.57,204.82,ground2
156.18,-246.76,231.21,ground2
88.07,8.36,279.20,ground2
29.31,32.80,299.46,ground2
62.00,-69.89,291.65,ground2
268.85,-14.89,253.16,ground2
269.31,-224.81,253.15,ground2
232.78,-127.69,205.64,ground2
55.99,-301.31,294.61,ground2
220.51,-253.44,206.53,ground2
296.92,-296.91,253.06,ground2
118.46,-38.78,258.47,ground2
-2.28,27.69,293.74,ground2
88.00,63.58,279.50,ground2
165.82,-34.20,225.62,ground2
268.85,-14.99,253.16,ground2
44.88,-290.63,298.02,ground2
-59.91,6.82,261.44,ground2
268.85,-14.11,253.16,ground2
176.90,49.22,219.48,ground2
269.20,-305.89,253.12,ground2
49.84,-94.04,295.69,ground2
269.33,-221.56,253.18,ground2
235.96,-219.09,204.92,ground2
-12.96,-81.95,289.12,ground2
322.54,46.89,253.44,ground2
235.28,-21.02,205.06,ground2
508.13,-253.16,286.05,ground2
268.84,-13.26,253.15,ground2
24.34,-51.84,298.19,ground2
14.27,-242.15,297.36,ground2
269.19,76.16,253.14,ground2
-7.42,-154.16,291.34,ground2
269.33,-219.62,253.17,ground2
515.52,-18.61,287.89,ground2
220.71,-284.70,206.47,ground2
243.43,-172.96,204.36,ground2
-58.41,-242.88,262.33,ground2
516.78,-119.16,288.18,ground2
177.09,-284.84,219.43,ground2
450.76,-24.18,272.53,ground2
222.88,-118.12,206.01,ground2
119.00,-140.79,258.10,ground2
17.66,-304.90,298.20,ground2
468.31,-96.17,276.55,ground2
121.88,8.88,255.99,ground2
228.33,31.78,206.28,ground2
167.86,-179.18,224.69,ground2
-51.66,28.45,267.38,ground2
236.11,67.60,204.77,ground2
518.91,-169.85,288.70,ground2
24.49,-96.97,298.24,ground2
404.65,-80.44,262.86,ground2
425.95,18.89,267.10,ground2
236.06,-288.72,204.64,ground2
321.89,-45.19,253.48,ground2
236.06,57.64,204.68,ground2
-13.25,-32.07,289.00,ground2
277.95,-170.58,253.17,ground2
97.17,-141.88,273.17,ground2
268.85,-14.70,253.16,ground2
454.89,-72.61,273.44,ground2
44.69,54.88,298.09,ground2
349.47,-236.22,254.99,ground2
-1.04,54.13,294.20,ground2
86.08,-117.04,280.14,ground2
476.37,-194.02,278.38,ground2
268.85,-18.13,253.15,ground2
498.78,-42.85,283.77,ground2
324.50,-187.15,253.66,ground2
234.18,-94.08,205.19,ground2
-16.75,65.11,287.79,ground2
128.54,-16.08,250.86,ground2
-45.49,-116.20,271.04,ground2
403.07,-209.78,262.54,ground2
520.60,-227.09,289.13,ground2
277.48,-70.80,253.16,ground2
268.85,-15.54,253.15,ground2
44.88,-268.22,298.02,ground2
277.45,-90.62,253.10,ground2
278.55,59.53,253.10,ground2
298.91,-136.69,253.17,ground2
-9.92,-242.55,290.12,ground2
298.44,-95.32,253.17,ground2
521.00,-282.24,289.21,ground2
451.12,62.35,272.57,ground2
327.05,-152.33,253.71,ground2
277.95,-167.56,253.16,ground2
27.54,-140.93,299.17,ground2
-61.75,51.52,260.35,ground2
-47.07,-219.29,270.10,ground2
400.05,62.36,261.93,ground2
236.04,-286.20,204.62,ground2
191.44,-25.09,213.67,ground2
198.32,-298.02,211.04,ground2
87.90,-298.69,279.56,ground2
277.75,50.00,253.12,ground2
155.82,11.01,231.41,ground2
377.51,-191.91,258.22,ground2
523.42,52.57,289.81,ground2
357.50,-140.20,255.91,ground2
59.75,-210.32,292.89,ground2
425.79,47.72,267.06,ground2
277.49,-61.43,253.18,ground2
269.33,-220.45,253.18,ground2
0.74,-278.15,294.71,ground2
235.29,-19.10,205.08,ground2
547.92,-294.44,295.98,ground2
138.50,49.68,243.73,ground2
151.32,-220.09,234.60,ground2
105.46,20.22,267.97,ground2
500.90,-94.66,284.28,ground2
236.05,53.16,204.64,ground2
277.96,-270.12,253.13,ground2
322.95,-281.86,253.46,ground2
375.21,-252.37,257.87,ground2
269.18,73.27,253.12,ground2
424.02,-37.15,266.67,ground2
269.19,75.30,253.13,ground2
432.27,-171.89,268.44,ground2
564.70,-278.23,300.25,ground2
82.17,-215.65,282.54,ground2
14.68,-120.27,297.49,ground2
156.16,-61.18,232.06,ground2
-23.71,-221.02,283.73,ground2
547.17,-118.39,295.79,ground2
278.89,-242.75,253.12,ground2
295.76,-30.87,253.12,ground2
138.86,24.94,243.46,ground2
120.82,63.08,256.87,ground2
374.35,47.42,257.73,ground2
214.58,-42.84,208.21,ground2
235.31,-15.62,205.13,ground2
-22.06,-172.15,284.69,ground2
421.54,-125.84,266.29,ground2
-34.43,31.87,278.58,ground2
175.28,21.37,220.39,ground2
-56.83,-142.31,263.26,ground2
196.85,-242.29,211.82,ground2
49.78,-141.02,295.72,ground2
168.58,-204.34,224.29,ground2
-11.87,-198.72,289.45,ground2
289.36,-111.58,253.18,ground2
44.69,32.39,298.09,ground2
235.27,-4.45,205.05,ground2
18.81,-276.86,298.48,ground2
426.72,-66.79,267.24,ground2
235.95,-230.12,204.91,ground2
198.11,62.62,211.09,ground2
474.72,-285.16,277.99,ground2
277.96,-172.30,253.17,ground2
47.75,-228.75,296.85,ground2
501.09,63.58,284.31,ground2
278.78,-292.28,253.10,ground2
400.15,4.06,261.97,ground2
-58.77,-41.64,262.11,ground2
-16.26,-302.61,288.00,ground2
26.69,-261.55,298.91,ground2
-15.57,-263.23,287.90,ground2
228.53,-270.04,206.25,ground2
-0.40,-295.51,294.44,ground2
296.67,61.83,253.06,ground2
277.92,-33.85,253.13,ground2
269.21,-310.96,253.13,ground2
563.08,3.51,299.85,ground2
-24.66,-60.97,283.34,ground2
277.48,-55.19,253.17,ground2
562.22,-142.48,299.63,ground2
104.63,-284.58,268.65,ground2
477.61,18.63,278.70,ground2
97.40,-91.61,273.02,ground2
220.50,48.55,206.52,ground2
456.41,-239.70,273.80,ground2
277.49,-62.64,253.19,ground2
548.95,65.99,296.24,ground2
152.80,-112.35,233.67,ground2
55.81,65.61,294.68,ground2
505.46,8.41,285.40,ground2
476.10,48.94,278.33,ground2
85.75,-67.85,280.33,ground2
550.25,-223.76,296.57,ground2
130.15,-166.12,249.66,ground2
565.73,49.78,300.51,ground2
-49.71,66.83,268.65,ground2
269.32,-214.25,253.16,ground2
235.92,-210.96,204.84,ground2
-32.48,54.94,279.85,ground2
502.98,-144.05,284.78,ground2
277.49,-63.84,253.18,ground2
478.67,-256.07,278.94,ground2
24.92,-224.22,298.37,ground2
277.75,14.06,253.13,ground2
296.05,0.94,253.12,ground2
61.78,-164.97,291.77,ground2
55.18,17.35,294.98,ground2
428.02,-198.58,267.50,ground2
195.60,5.00,212.17,ground2
499.70,-299.80,283.97,ground2
128.56,-217.26,250.82,ground2
277.92,-144.75,253.10,ground2
-7.92,-128.42,291.18,ground2
234.26,-107.20,205.35,ground2
17.51,66.01,298.18,ground2
243.46,-185.80,204.42,ground2
236.07,58.01,204.68,ground2
232.65,-150.48,205.37,ground2
59.99,-24.87,292.76,ground2
29.46,-294.22,299.48,ground2
277.76,23.80,253.14,ground2
348.11,-27.68,254.86,ground2
232.15,-162.53,205.21,ground2
374.29,17.95,257.73,ground2
73.31,-288.00,287.72,ground2
350.75,-204.84,255.13,ground2
426.06,-282.65,267.10,ground2
234.11,-83.75,205.06,ground2
323.25,-251.01,253.51,ground2
85.37,-166.21,280.57,ground2
175.84,-257.71,220.15,ground2
402.05,-238.85,262.34,ground2
546.47,-69.03,295.62,ground2
400.60,-107.13,262.16,ground2
564.70,-245.82,300.25,ground2
269.18,74.70,253.12,ground2
277.47,-43.00,253.15,ground2
376.01,-66.83,258.03,ground2
16.27,17.09,297.72,ground2
217.69,-197.67,207.29,ground2
-47.44,-65.19,269.89,ground2
277.94,-156.89,253.13,ground2
47.82,-6.62,296.81,ground2
235.46,-201.60,204.76,ground2
235.93,-212.84,204.86,ground2
29.31,55.29,299.46,ground2
277.96,-253.90,253.13,ground2
11.30,-28.80,296.46,ground2
348.20,2.23,254.87,ground2
157.06,-298.82,230.78,ground2
526.28,27.71,290.53,ground2
470.44,-44.46,277.00,ground2
87.48,-243.19,279.59,ground2
138.46,-284.72,243.76,ground2
277.96,-280.36,253.12,ground2
547.61,-20.72,295.90,ground2
234.22,-101.14,205.28,ground2
452.79,3.22,272.99,ground2
461.09,-167.85,274.85,ground2
277.76,37.22,253.14,ground2
213.50,-70.93,208.37,ground2
-45.49,-168.25,271.04,ground2
232.74,-137.88,205.56,ground2
162.10,-134.90,227.43,ground2
277.46,-82.62,253.12,ground2
242.98,-58.45,204.38,ground2
322.26,16.54,253.48,ground2
-25.95,-11.14,282.58,ground2
400.32,-297.29,261.97,ground2
228.32,33.56,206.28,ground2
138.84,-259.78,243.47,ground2
348.75,-296.95,254.85,ground2
456.05,-213.27,273.72,ground2
194.45,-215.59,212.57,ground2
-62.04,-287.39,260.15,ground2
269.32,-218.74,253.16,ground2
-32.29,-293.30,279.87,ground2
120.06,-89.75,257.31,ground2
199.98,-116.53,210.62,ground2
277.97,-262.80,253.13,ground2
269.20,-309.48,253.12,ground2
352.96,-87.55,255.22,ground2
561.53,-44.48,299.46,ground2
214.41,-169.52,207.80,ground2
454.05,-121.48,273.26,ground2
-50.45,-265.38,268.08,ground2
236.05,-287.60,204.63,ground2
228.54,-267.38,206.25,ground2
-50.00,-302.70,268.46,ground2
150.52,-14.48,235.14,ground2
269.32,-229.70,253.15,ground2
-19.94,15.60,286.07,ground2
366.36,-112.66,257.04,ground2
400.25,-24.58,261.99,ground2
268.84,-9.53,253.14,ground2
157.07,63.60,230.77,ground2
12.58,-202.32,296.85,ground2
235.21,-31.58,204.93,ground2
277.95,-175.19,253.16,ground2
236.11,-300.63,204.74,ground2
104.91,-254.62,268.35,ground2
269.19,75.27,253.13,ground2
242.98,-62.35,204.38,ground2
289.37,-114.73,253.19,ground2
243.42,-177.43,204.35,ground2
277.95,-171.28,253.17,ground2
130.78,-64.15,249.20,ground2
297.29,-203.18,253.13,ground2
82.83,-18.95,282.10,ground2
289.36,-119.09,253.18,ground2
269.33,-219.81,253.17,ground2
561.94,-93.42,299.56,ground2
277.76,30.16,253.14,ground2
190.45,-162.28,213.47,ground2
269.32,-223.21,253.16,ground2
374.31,-40.61,257.74,ground2
246.08,-297.63,83.50,ground3
394.03,33.72,41.78,ground3
160.82,-208.90,58.43,ground3
158.42,-82.08,59.72,ground3
353.95,-58.99,85.01,ground3
394.02,34.37,41.79,ground3
508.07,-252.64,67.03,ground3
191.55,-261.99,91.67,ground3
354.83,-263.64,85.09,ground3
402.61,-4.90,43.55,ground3
23.88,-265.74,128.05,ground3
394.08,42.32,41.72,ground3
394.17,-63.57,41.71,ground3
17.51,68.94,128.18,ground3
139.25,-285.02,73.18,ground3
246.26,-211.44,83.51,ground3
159.54,-33.20,59.96,ground3
189.69,-193.57,91.98,ground3
394.47,-178.85,41.91,ground3
201.48,16.33,88.98,ground3
407.69,-135.27,44.57,ground3
158.46,-93.13,59.79,ground3
354.80,-266.51,85.13,ground3
49.87,-139.75,125.67,ground3
451.21,-297.28,53.59,ground3
236.77,-78.56,84.17,ground3
-48.00,-216.62,99.55,ground3
394.20,-263.62,41.79,ground3
355.43,-186.30,85.11,ground3
405.20,-108.51,44.05,ground3
244.89,8.16,83.63,ground3
